fps,cpu_usage,mem_usage,face_count,detector,timestamp
0.0,0.0,0.0,1,HAAR,0.42775845527648926
0.0,0.0,0.0,1,HAAR,0.4777398109436035
0.0,0.0,0.0,1,HAAR,0.49215102195739746
0.0,0.0,0.0,1,HAAR,0.5071535110473633
0.0,0.0,0.0,1,HAAR,0.5241632461547852
0.0,0.0,0.0,1,HAAR,0.5388014316558838
0.0,0.0,0.0,1,HAAR,0.5568535327911377
0.0,0.0,0.0,1,HAAR,0.5890243053436279
0.0,0.0,0.0,1,HAAR,0.6213057041168213
0.0,0.0,0.0,1,HAAR,0.6542038917541504
0.0,0.0,0.0,1,HAAR,0.6851270198822021
0.0,0.0,0.0,1,HAAR,0.7317683696746826
0.0,0.0,0.0,1,HAAR,0.7646784782409668
0.0,0.0,0.0,1,HAAR,0.796565055847168
0.0,0.0,0.0,1,HAAR,0.8278322219848633
0.0,0.0,0.0,1,HAAR,0.861706018447876
0.0,0.0,0.0,1,HAAR,0.8934347629547119
0.0,0.0,0.0,1,HAAR,0.9386405944824219
0.0,0.0,0.0,1,HAAR,0.9606401920318604
0.0,0.0,0.0,1,HAAR,0.98899245262146
20.557141860231184,15.7,82.3,1,HAAR,1.0254857540130615
20.557141860231184,15.7,82.3,1,HAAR,1.0391952991485596
20.557141860231184,15.7,82.3,1,HAAR,1.101719856262207
20.557141860231184,15.7,82.3,1,HAAR,1.1327831745147705
20.557141860231184,15.7,82.3,1,HAAR,1.1638951301574707
20.557141860231184,15.7,82.3,1,HAAR,1.1957805156707764
20.557141860231184,15.7,82.3,1,HAAR,1.2280611991882324
20.557141860231184,15.7,82.3,1,HAAR,1.260272741317749
20.557141860231184,15.7,82.3,1,HAAR,1.2936081886291504
20.557141860231184,15.7,82.3,1,HAAR,1.3258335590362549
20.557141860231184,15.7,82.3,1,HAAR,1.357062816619873
20.557141860231184,15.7,82.3,1,HAAR,1.3804771900177002
20.557141860231184,15.7,82.3,1,HAAR,1.3951606750488281
20.557141860231184,15.7,82.3,1,HAAR,1.4369161128997803
20.557141860231184,15.7,82.3,1,HAAR,1.502134084701538
20.557141860231184,15.7,82.3,1,HAAR,1.534245252609253
20.557141860231184,15.7,82.3,1,HAAR,1.5659496784210205
20.557141860231184,15.7,82.3,1,HAAR,1.5969741344451904
20.557141860231184,15.7,82.3,1,HAAR,1.6277978420257568
20.557141860231184,15.7,82.3,1,HAAR,1.6610019207000732
20.557141860231184,15.7,82.3,1,HAAR,1.7039053440093994
20.557141860231184,15.7,82.3,1,HAAR,1.7262485027313232
20.557141860231184,15.7,82.3,1,HAAR,1.737354040145874
20.557141860231184,15.7,82.3,1,HAAR,1.7558403015136719
20.557141860231184,15.7,82.3,1,HAAR,1.8058416843414307
20.557141860231184,15.7,82.3,1,HAAR,1.8359241485595703
20.557141860231184,15.7,82.3,0,HAAR,1.9139087200164795
20.557141860231184,15.7,82.3,0,HAAR,1.9379806518554688
20.557141860231184,15.7,82.3,0,HAAR,1.965341329574585
20.557141860231184,15.7,82.3,0,HAAR,1.9968147277832031
29.72475763865233,9.2,82.3,0,HAAR,2.038825273513794
29.72475763865233,9.2,82.3,0,HAAR,2.0613670349121094
29.72475763865233,9.2,82.3,0,HAAR,2.0918915271759033
29.72475763865233,9.2,82.3,0,HAAR,2.107454776763916
29.72475763865233,9.2,82.3,0,HAAR,2.141953706741333
29.72475763865233,9.2,82.3,0,HAAR,2.173361301422119
29.72475763865233,9.2,82.3,0,HAAR,2.203842878341675
29.72475763865233,9.2,82.3,0,HAAR,2.245234966278076
29.72475763865233,9.2,82.3,0,HAAR,2.301098585128784
29.72475763865233,9.2,82.3,0,HAAR,2.3323307037353516
29.72475763865233,9.2,82.3,0,HAAR,2.3643887042999268
29.72475763865233,9.2,82.3,1,HAAR,2.397630453109741
29.72475763865233,9.2,82.3,1,HAAR,2.444411277770996
29.72475763865233,9.2,82.3,1,HAAR,2.455254077911377
29.72475763865233,9.2,82.3,1,HAAR,2.4681811332702637
29.72475763865233,9.2,82.3,1,HAAR,2.5099968910217285
29.72475763865233,9.2,82.3,1,HAAR,2.5414211750030518
29.72475763865233,9.2,82.3,1,HAAR,2.572603225708008
29.72475763865233,9.2,82.3,1,HAAR,2.6066696643829346
29.72475763865233,9.2,82.3,1,HAAR,2.6368348598480225
29.72475763865233,9.2,82.3,1,HAAR,2.6999804973602295
29.72475763865233,9.2,82.3,1,HAAR,2.733109712600708
29.72475763865233,9.2,82.3,1,HAAR,2.7641091346740723
29.72475763865233,9.2,82.3,1,HAAR,2.7977309226989746
29.72475763865233,9.2,82.3,1,HAAR,2.8077330589294434
29.72475763865233,9.2,82.3,1,HAAR,2.827730417251587
29.72475763865233,9.2,82.3,1,HAAR,2.8760321140289307
29.72475763865233,9.2,82.3,1,HAAR,2.9092533588409424
29.72475763865233,9.2,82.3,1,HAAR,2.941188097000122
29.72475763865233,9.2,82.3,1,HAAR,2.9731924533843994
29.72475763865233,9.2,82.3,1,HAAR,3.004448652267456
