fps,cpu_usage,mem_usage,face_count,timestamp
0.0,0.0,0.0,0,0.41403651237487793
0.0,0.0,0.0,0,0.47258543968200684
0.0,0.0,0.0,0,0.4888286590576172
0.0,0.0,0.0,1,0.5086009502410889
0.0,0.0,0.0,1,0.5473675727844238
0.0,0.0,0.0,1,0.5700066089630127
0.0,0.0,0.0,1,0.6011102199554443
0.0,0.0,0.0,1,0.6336736679077148
0.0,0.0,0.0,1,0.6668179035186768
0.0,0.0,0.0,0,0.6996607780456543
0.0,0.0,0.0,0,0.7237765789031982
0.0,0.0,0.0,0,0.7853479385375977
0.0,0.0,0.0,0,0.8104255199432373
0.0,0.0,0.0,1,0.8419399261474609
0.0,0.0,0.0,1,0.875939130783081
0.0,0.0,0.0,1,0.905083179473877
0.0,0.0,0.0,1,0.938793420791626
0.0,0.0,0.0,1,0.9704937934875488
18.947052383188403,15.0,90.1,1,1.0067956447601318
18.947052383188403,15.0,90.1,1,1.0340690612792969
18.947052383188403,15.0,90.1,1,1.0673348903656006
18.947052383188403,15.0,90.1,1,1.0951972007751465
18.947052383188403,15.0,90.1,1,1.1529810428619385
18.947052383188403,15.0,90.1,1,1.1784963607788086
18.947052383188403,15.0,90.1,1,1.2113099098205566
18.947052383188403,15.0,90.1,1,1.2430238723754883
18.947052383188403,15.0,90.1,1,1.276777982711792
18.947052383188403,15.0,90.1,1,1.30702543258667
18.947052383188403,15.0,90.1,1,1.3383047580718994
18.947052383188403,15.0,90.1,1,1.3719780445098877
18.947052383188403,15.0,90.1,1,1.4023244380950928
18.947052383188403,15.0,90.1,1,1.421736717224121
18.947052383188403,15.0,90.1,0,1.4378044605255127
18.947052383188403,15.0,90.1,1,1.4816277027130127
18.947052383188403,15.0,90.1,1,1.546508550643921
18.947052383188403,15.0,90.1,0,1.579441785812378
18.947052383188403,15.0,90.1,1,1.610424518585205
18.947052383188403,15.0,90.1,0,1.643040657043457
18.947052383188403,15.0,90.1,1,1.6750407218933105
18.947052383188403,15.0,90.1,1,1.7050409317016602
18.947052383188403,15.0,90.1,1,1.737576961517334
18.947052383188403,15.0,90.1,1,1.7715778350830078
18.947052383188403,15.0,90.1,1,1.7988245487213135
18.947052383188403,15.0,90.1,1,1.8128347396850586
18.947052383188403,15.0,90.1,1,1.8493931293487549
18.947052383188403,15.0,90.1,1,1.8825891017913818
18.947052383188403,15.0,90.1,1,1.9480845928192139
18.947052383188403,15.0,90.1,1,1.9796051979064941
29.726169110318335,12.1,85.9,1,2.017010450363159
29.726169110318335,12.1,85.9,1,2.042954206466675
29.726169110318335,12.1,85.9,1,2.074833631515503
29.726169110318335,12.1,85.9,1,2.1064555644989014
29.726169110318335,12.1,85.9,1,2.1389663219451904
29.726169110318335,12.1,85.9,1,2.156325340270996
29.726169110318335,12.1,85.9,1,2.1853268146514893
29.726169110318335,12.1,85.9,1,2.2206296920776367
29.726169110318335,12.1,85.9,1,2.2493345737457275
29.726169110318335,12.1,85.9,0,2.2824923992156982
29.726169110318335,12.1,85.9,0,2.3462891578674316
29.726169110318335,12.1,85.9,1,2.3783273696899414
29.726169110318335,12.1,85.9,1,2.4088871479034424
29.726169110318335,12.1,85.9,1,2.4580066204071045
29.726169110318335,12.1,85.9,1,2.4818732738494873
29.726169110318335,12.1,85.9,1,2.497976541519165
29.726169110318335,12.1,85.9,1,2.5129435062408447
29.726169110318335,12.1,85.9,1,2.5545177459716797
29.726169110318335,12.1,85.9,1,2.585667848587036
29.726169110318335,12.1,85.9,1,2.618680715560913
29.726169110318335,12.1,85.9,1,2.6520540714263916
29.726169110318335,12.1,85.9,1,2.683180332183838
29.726169110318335,12.1,85.9,1,2.7455782890319824
29.726169110318335,12.1,85.9,1,2.778348684310913
29.726169110318335,12.1,85.9,1,2.811046600341797
29.726169110318335,12.1,85.9,1,2.8440661430358887
29.726169110318335,12.1,85.9,1,2.8718340396881104
29.726169110318335,12.1,85.9,1,2.8878283500671387
29.726169110318335,12.1,85.9,1,2.9223554134368896
29.726169110318335,12.1,85.9,1,2.9539053440093994
29.726169110318335,12.1,85.9,1,2.9859819412231445
30.80598191777706,7.6,84.3,1,3.0254135131835938
30.80598191777706,7.6,84.3,1,3.0514073371887207
30.80598191777706,7.6,84.3,1,3.0843775272369385
30.80598191777706,7.6,84.3,1,3.1451051235198975
30.80598191777706,7.6,84.3,1,3.1785147190093994
30.80598191777706,7.6,84.3,1,3.210794448852539
30.80598191777706,7.6,84.3,1,3.230898141860962
30.80598191777706,7.6,84.3,1,3.2575042247772217
30.80598191777706,7.6,84.3,1,3.2921745777130127
30.80598191777706,7.6,84.3,1,3.3223373889923096
30.80598191777706,7.6,84.3,1,3.3533430099487305
30.80598191777706,7.6,84.3,1,3.385343551635742
30.80598191777706,7.6,84.3,1,3.4169907569885254
30.80598191777706,7.6,84.3,1,3.4499294757843018
30.80598191777706,7.6,84.3,1,3.482294797897339
30.80598191777706,7.6,84.3,1,3.545299530029297
30.80598191777706,7.6,84.3,1,3.575625419616699
30.80598191777706,7.6,84.3,1,3.589812994003296
30.80598191777706,7.6,84.3,1,3.6260986328125
30.80598191777706,7.6,84.3,1,3.6584415435791016
30.80598191777706,7.6,84.3,1,3.6896252632141113
30.80598191777706,7.6,84.3,1,3.7225961685180664
30.80598191777706,7.6,84.3,1,3.7533321380615234
30.80598191777706,7.6,84.3,1,3.7857017517089844
30.80598191777706,7.6,84.3,1,3.8185548782348633
30.80598191777706,7.6,84.3,1,3.8520474433898926
30.80598191777706,7.6,84.3,1,3.8837950229644775
30.80598191777706,7.6,84.3,1,3.9157767295837402
30.80598191777706,7.6,84.3,1,3.946218252182007
30.80598191777706,7.6,84.3,1,3.9934635162353516
29.75363168042631,15.6,84.1,1,4.031599044799805
29.75363168042631,15.6,84.1,1,4.05803370475769
29.75363168042631,15.6,84.1,1,4.089680910110474
29.75363168042631,15.6,84.1,1,4.122799873352051
29.75363168042631,15.6,84.1,1,4.155355930328369
29.75363168042631,15.6,84.1,1,4.186314105987549
29.75363168042631,15.6,84.1,1,4.217312812805176
29.75363168042631,15.6,84.1,1,4.251185894012451
29.75363168042631,15.6,84.1,1,4.28331732749939
29.75363168042631,15.6,84.1,1,4.3288538455963135
29.75363168042631,15.6,84.1,1,4.365008592605591
29.75363168042631,15.6,84.1,1,4.394603729248047
29.75363168042631,15.6,84.1,0,4.426148891448975
29.75363168042631,15.6,84.1,1,4.4649457931518555
29.75363168042631,15.6,84.1,1,4.4906182289123535
29.75363168042631,15.6,84.1,1,4.523214817047119
29.75363168042631,15.6,84.1,1,4.556064128875732
29.75363168042631,15.6,84.1,1,4.588454008102417
29.75363168042631,15.6,84.1,1,4.6170573234558105
29.75363168042631,15.6,84.1,1,4.65119743347168
29.75363168042631,15.6,84.1,1,4.698507785797119
29.75363168042631,15.6,84.1,1,4.729958534240723
29.75363168042631,15.6,84.1,1,4.76225733757019
29.75363168042631,15.6,84.1,1,4.794982433319092
29.75363168042631,15.6,84.1,1,4.826428413391113
29.75363168042631,15.6,84.1,1,4.858247756958008
29.75363168042631,15.6,84.1,1,4.889439105987549
29.75363168042631,15.6,84.1,1,4.921291351318359
29.75363168042631,15.6,84.1,1,4.954687118530273
29.75363168042631,15.6,84.1,1,4.987217426300049
29.7554680754914,11.0,83.9,1,5.038802623748779
29.7554680754914,11.0,83.9,1,5.0663628578186035
29.7554680754914,11.0,83.9,1,5.0980470180511475
29.7554680754914,11.0,83.9,1,5.130212306976318
29.7554680754914,11.0,83.9,1,5.162202596664429
29.7554680754914,11.0,83.9,1,5.194538831710815
29.7554680754914,11.0,83.9,1,5.2277162075042725
29.7554680754914,11.0,83.9,1,5.2596049308776855
29.7554680754914,11.0,83.9,1,5.290419340133667
29.7554680754914,11.0,83.9,1,5.322329521179199
29.7554680754914,11.0,83.9,1,5.35561990737915
29.7554680754914,11.0,83.9,1,5.402909755706787
29.7554680754914,11.0,83.9,1,5.435034513473511
29.7554680754914,11.0,83.9,1,5.466484069824219
29.7554680754914,11.0,83.9,1,5.4978532791137695
29.7554680754914,11.0,83.9,1,5.530859708786011
29.7554680754914,11.0,83.9,1,5.563096523284912
29.7554680754914,11.0,83.9,1,5.595337867736816
29.7554680754914,11.0,83.9,1,5.626680374145508
29.7554680754914,11.0,83.9,1,5.660271406173706
29.7554680754914,11.0,83.9,1,5.69267725944519
29.7554680754914,11.0,83.9,1,5.7223615646362305
29.7554680754914,11.0,83.9,1,5.770913124084473
29.7554680754914,11.0,83.9,1,5.802623510360718
29.7554680754914,11.0,83.9,1,5.833853721618652
29.7554680754914,11.0,83.9,1,5.868527412414551
29.7554680754914,11.0,83.9,0,5.898064374923706
