fps,cpu_usage,mem_usage,face_count,detector,timestamp
0.0,0.0,0.0,1,MTCNN,0.5298919677734375
0.0,0.0,0.0,1,MTCNN,0.7247354984283447
0.0,0.0,0.0,1,MTCNN,0.9027934074401855
3.7382446897755854,14.2,82.6,1,MTCNN,1.0742347240447998
3.7382446897755854,14.2,82.6,1,MTCNN,1.2396421432495117
3.7382446897755854,14.2,82.6,1,MTCNN,1.4075686931610107
3.7382446897755854,14.2,82.6,1,MTCNN,1.5568978786468506
3.7382446897755854,14.2,82.6,1,MTCNN,1.7184855937957764
3.7382446897755854,14.2,82.6,1,MTCNN,1.8713510036468506
3.7382446897755854,14.2,82.6,1,MTCNN,2.022524356842041
6.170576608026128,20.8,82.9,1,MTCNN,2.208651542663574
6.170576608026128,20.8,82.9,1,MTCNN,2.35990047454834
6.170576608026128,20.8,82.9,1,MTCNN,2.526947021484375
6.170576608026128,20.8,82.9,1,MTCNN,2.672945737838745
6.170576608026128,20.8,82.9,1,MTCNN,2.826418399810791
6.170576608026128,20.8,82.9,1,MTCNN,2.9765982627868652
6.170576608026128,20.8,82.9,1,MTCNN,3.120347738265991
6.557830386119617,24.9,82.8,1,MTCNN,3.2760586738586426
6.557830386119617,24.9,82.8,1,MTCNN,3.428866386413574
6.557830386119617,24.9,82.8,1,MTCNN,3.571737051010132
6.557830386119617,24.9,82.8,1,MTCNN,3.712070941925049
6.557830386119617,24.9,82.8,1,MTCNN,3.850794553756714
6.557830386119617,24.9,82.8,1,MTCNN,3.9927632808685303
6.557830386119617,24.9,82.8,1,MTCNN,4.133569240570068
6.9871478448812345,16.0,82.8,1,MTCNN,4.278003931045532
6.9871478448812345,16.0,82.8,1,MTCNN,4.418783187866211
6.9871478448812345,16.0,82.8,1,MTCNN,4.563750505447388
6.9871478448812345,16.0,82.8,1,MTCNN,4.703368663787842
6.9871478448812345,16.0,82.8,1,MTCNN,4.842432498931885
6.9871478448812345,16.0,82.8,1,MTCNN,4.990411758422852
6.9871478448812345,16.0,82.8,1,MTCNN,5.146857261657715
6.774007765618507,15.5,82.9,1,MTCNN,5.311263084411621
6.774007765618507,15.5,82.9,1,MTCNN,5.454442977905273
6.774007765618507,15.5,82.9,1,MTCNN,5.608272552490234
6.774007765618507,15.5,82.9,1,MTCNN,5.763640880584717
6.774007765618507,15.5,82.9,1,MTCNN,5.921333074569702
6.774007765618507,15.5,82.9,1,MTCNN,6.072792291641235
6.774007765618507,15.5,82.9,1,MTCNN,6.2203285694122314
6.540553930820132,17.9,82.9,1,MTCNN,6.382508754730225
6.540553930820132,17.9,82.9,1,MTCNN,6.52977442741394
6.540553930820132,17.9,82.9,1,MTCNN,6.685396194458008
6.540553930820132,17.9,82.9,1,MTCNN,6.820353984832764
6.540553930820132,17.9,82.9,1,MTCNN,6.9702348709106445
6.540553930820132,17.9,82.9,1,MTCNN,7.125389099121094
6.540553930820132,17.9,82.9,1,MTCNN,7.27825403213501
6.717948307260593,17.6,82.9,1,MTCNN,7.423516035079956
6.717948307260593,17.6,82.9,1,MTCNN,7.562570095062256
6.717948307260593,17.6,82.9,1,MTCNN,7.70038104057312
6.717948307260593,17.6,82.9,1,MTCNN,7.845488786697388
