Modelo,FPS Promedio,FPS Máximo,FPS Mínimo,Detecciones Promedio,CPU Promedio,RAM Promedio,Muestras
HOG,29.02391902797287,30.80598191777706,0.0,0.8481439820022497,10.177277840269964,82.11079865016873,889
HAAR,28.98794604770758,30.825745007010408,0.0,0.7441077441077442,11.244893378226712,80.4692480359147,891
MTCNN,6.366745489044425,7.020958611946273,0.0,0.9948453608247423,17.757731958762886,81.2860824742268,194
